accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.9875048995018005,0.9999223947525024,0.025231024250388145,0.9878858923912048,0.987114429473877,0.921844482421875,0.9873052835464478,0.2977531850337982,0.9308700561523438,0.9155920147895813
0.9882858395576477,0.9999305009841919,0.02554183267056942,0.9886674284934998,0.9878953695297241,0.9253906011581421,0.9875645637512207,0.28044039011001587,0.9395031929016113,0.916015625
0.9875048995018005,0.9999334812164307,0.02308771386742592,0.9875048995018005,0.9875048995018005,0.920703113079071,0.9864491820335388,0.30534178018569946,0.9315286874771118,0.9140625
0.9910191297531128,0.9999423623085022,0.02163466066122055,0.9913995265960693,0.9902381896972656,0.9230167865753174,0.9844179749488831,0.3420909643173218,0.9239904880523682,0.9120750427246094
0.9886763095855713,0.999947190284729,0.02040867693722248,0.9894490242004395,0.9886763095855713,0.9203125238418579,0.9870612025260925,0.30671340227127075,0.9298525452613831,0.911328136920929
0.9921905398368835,0.9999579787254333,0.018764685839414597,0.9921875,0.99180006980896,0.9214843511581421,0.9856632351875305,0.32046404480934143,0.9266746044158936,0.913281261920929
0.9894572496414185,0.9999460577964783,0.02024809643626213,0.9894572496414185,0.9894572496414185,0.9194998145103455,0.9840256571769714,0.3178252875804901,0.9214990139007568,0.9128565788269043
0.9875048995018005,0.9999288320541382,0.024311453104019165,0.9878906011581421,0.9875048995018005,0.922656238079071,0.9849441647529602,0.3167220950126648,0.9266746044158936,0.913281261920929
0.9925810098648071,0.9999647736549377,0.017739739269018173,0.9925781488418579,0.9921905398368835,0.921875,0.9871602058410645,0.294973760843277,0.9292246699333191,0.912890613079071
0.9890667796134949,0.9999428391456604,0.01947399042546749,0.989835798740387,0.9886763095855713,0.921844482421875,0.9865831136703491,0.31087401509284973,0.928034782409668,0.9171551465988159
0.9882858395576477,0.9999368786811829,0.020526671782135963,0.9882858395576477,0.9882858395576477,0.9195312261581421,0.9848079085350037,0.33120355010032654,0.9243499040603638,0.9164062738418579
0.9867239594459534,0.9999343752861023,0.021750418469309807,0.9867239594459534,0.9867239594459534,0.922656238079071,0.986585795879364,0.30471310019493103,0.9266164302825928,0.9125000238418579
0.9890667796134949,0.9999414086341858,0.020299354568123817,0.9894490242004395,0.9886763095855713,0.9241891503334045,0.9874535202980042,0.29440391063690186,0.9314851760864258,0.919109046459198
0.9910191297531128,0.9999513030052185,0.019432183355093002,0.991015613079071,0.9906286597251892,0.91796875,0.9868457317352295,0.2917702794075012,0.9303066730499268,0.9125000238418579
0.9886763095855713,0.9999393224716187,0.02081584557890892,0.989062488079071,0.9886763095855713,0.918749988079071,0.986930787563324,0.3133222758769989,0.9258818626403809,0.9125000238418579
0.9906286597251892,0.9999528527259827,0.017208222299814224,0.9906286597251892,0.9906286597251892,0.9257522225379944,0.985640287399292,0.31502845883369446,0.9314194321632385,0.9128565788269043
0.987114429473877,0.9999248385429382,0.022751405835151672,0.9878858923912048,0.987114429473877,0.9203125238418579,0.987170398235321,0.2928771674633026,0.9368505477905273,0.9156249761581421
0.9878953695297241,0.999933123588562,0.020357517525553703,0.98828125,0.9878953695297241,0.922656238079071,0.9842991232872009,0.32528871297836304,0.9270420074462891,0.913281261920929
0.9906286597251892,0.9999481439590454,0.020726369693875313,0.9906213283538818,0.989847719669342,0.9226260185241699,0.9887088537216187,0.27624422311782837,0.9322168827056885,0.9136381149291992
0.9886763095855713,0.9999353885650635,0.019433340057730675,0.9886763095855713,0.9886763095855713,0.9253906011581421,0.9868026971817017,0.31050819158554077,0.9311023354530334,0.923828125
0.989847719669342,0.9999496936798096,0.017464356496930122,0.9902305603027344,0.9894572496414185,0.918749988079071,0.9857446551322937,0.3174630403518677,0.9256623387336731,0.9144531488418579
0.9914095997810364,0.9999544024467468,0.016766110435128212,0.991406261920929,0.9910191297531128,0.9280968904495239,0.985934317111969,0.306645929813385,0.933782696723938,0.9202813506126404
0.9906286597251892,0.9999493956565857,0.017819013446569443,0.9906286597251892,0.9906286597251892,0.9234374761581421,0.9863839149475098,0.3112400770187378,0.9309119582176208,0.921093761920929
0.989847719669342,0.9999536275863647,0.017496632412075996,0.9898437261581421,0.9894572496414185,0.9234374761581421,0.986202597618103,0.327110230922699,0.9272152185440063,0.9156249761581421
0.9890667796134949,0.9999428391456604,0.01947399042546749,0.989835798740387,0.9886763095855713,0.921844482421875,0.9865831136703491,0.31087401509284973,0.928034782409668,0.9171551465988159
0.9890667796134949,0.9999428391456604,0.01947399042546749,0.989835798740387,0.9886763095855713,0.921844482421875,0.9865831136703491,0.31087401509284973,0.928034782409668,0.9171551465988159
0.9882858395576477,0.9999368786811829,0.020526671782135963,0.9882858395576477,0.9882858395576477,0.9195312261581421,0.9848079085350037,0.33120355010032654,0.9243499040603638,0.9164062738418579
0.9867239594459534,0.9999343752861023,0.021750418469309807,0.9867239594459534,0.9867239594459534,0.922656238079071,0.986585795879364,0.30471310019493103,0.9266164302825928,0.9125000238418579
0.9890667796134949,0.9999414086341858,0.020299354568123817,0.9894490242004395,0.9886763095855713,0.9241891503334045,0.9874535202980042,0.29440391063690186,0.9314851760864258,0.919109046459198
0.9910191297531128,0.9999513030052185,0.019432183355093002,0.991015613079071,0.9906286597251892,0.91796875,0.9868457317352295,0.2917702794075012,0.9303066730499268,0.9125000238418579
0.9886763095855713,0.9999393224716187,0.02081584557890892,0.989062488079071,0.9886763095855713,0.918749988079071,0.986930787563324,0.3133222758769989,0.9258818626403809,0.9125000238418579
0.9906286597251892,0.9999528527259827,0.017208222299814224,0.9906286597251892,0.9906286597251892,0.9257522225379944,0.985640287399292,0.31502845883369446,0.9314194321632385,0.9128565788269043
0.987114429473877,0.9999248385429382,0.022751405835151672,0.9878858923912048,0.987114429473877,0.9203125238418579,0.987170398235321,0.2928771674633026,0.9368505477905273,0.9156249761581421
0.9878953695297241,0.999933123588562,0.020357517525553703,0.98828125,0.9878953695297241,0.922656238079071,0.9842991232872009,0.32528871297836304,0.9270420074462891,0.913281261920929
0.9906286597251892,0.9999481439590454,0.020726369693875313,0.9906213283538818,0.989847719669342,0.9226260185241699,0.9887088537216187,0.27624422311782837,0.9322168827056885,0.9136381149291992
0.9886763095855713,0.9999353885650635,0.019433340057730675,0.9886763095855713,0.9886763095855713,0.9253906011581421,0.9868026971817017,0.31050819158554077,0.9311023354530334,0.923828125
0.989847719669342,0.9999496936798096,0.017464356496930122,0.9902305603027344,0.9894572496414185,0.918749988079071,0.9857446551322937,0.3174630403518677,0.9256623387336731,0.9144531488418579
0.9914095997810364,0.9999544024467468,0.016766110435128212,0.991406261920929,0.9910191297531128,0.9280968904495239,0.985934317111969,0.306645929813385,0.933782696723938,0.9202813506126404
0.9906286597251892,0.9999493956565857,0.017819013446569443,0.9906286597251892,0.9906286597251892,0.9234374761581421,0.9863839149475098,0.3112400770187378,0.9309119582176208,0.921093761920929
0.989847719669342,0.9999536275863647,0.017496632412075996,0.9898437261581421,0.9894572496414185,0.9234374761581421,0.986202597618103,0.327110230922699,0.9272152185440063,0.9156249761581421
